Authors,Author(s) ID,Title,Link,Author Keywords,Index Keywords
"Monich D.S., Borisov I.I., Skosarev E.S., Kolyubin S.A.","57204657372;57200417949;57209269593;35303066700;","Development of Light-Weight and Rapidly Deployable Cable-Driven Robot","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067124767&doi=10.1109%2fICMECH.2019.8722862&partnerID=40&md5=f2c1d94dc6b758d94a7d8ae421974e07","Airplane inspection; Cable-driven robot; Parallel mechanism","Aircraft; Aircraft accidents; Cables; Inspection; Mechanisms; Robot applications; Robots; Automated approach; Automated solutions; Cable driven robots; Cable-tension analysis; Parallel mechanisms; Robot manipulator; System kinematics; Visual inspection; Manipulators"
"Skosarev E., Kolyubin S.","57209269593;35303066700;","Case Study on Energy-Aware Position Control for Flexible Link Mechatronic Systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067122758&doi=10.1109%2fICMECH.2019.8722846&partnerID=40&md5=e3c2acdcfbaf382a9a2aba5cd30e6756","control; dynamics; energy; manipulators; modelling; robots with flexible links","Control engineering; Dynamics; Equations of motion; Flexible manipulators; Manipulators; Models; Power management; Dynamic characteristics; energy; Euler-Lagrange equations; Flexible link robot; Flexible links; Manipulation task; Mechatronic systems; Trajectories planning; Position control"
"Sadovykh A., Truscan D., Pierini P., Widforss G., Ashraf A., Bruneliere H., Smrz P., Bagnato A., Afzal W., Hortelano A.E.","24479058100;6508330976;57204767623;57188769074;57194377125;27067480800;55884759300;36052505500;24832739300;57209141286;","On the Use of Hackathons to Enhance Collaboration in Large Collaborative Projects : - A Preliminary Case Study of the MegaM@Rt2 EU Project - A P","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066604509&doi=10.23919%2fDATE.2019.8715247&partnerID=40&md5=1d14cfedc97b62be2656605e51bea9b8","Collaboration; Hackathon; Project","Collaboration; Collaborative projects; Consortium members; Hackathon; Knowledge exchange; Project; Project partners; Project progress"
"Sabirova A., Rassabin M., Fedorenko R., Afanasyev I.","57209074888;57209073038;55692229600;57202156203;","Ground profile recovery from aerial 3D LiDAR-based maps","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066436667&doi=10.23919%2fFRUCT.2019.8711928&partnerID=40&md5=f34ebbe842454d4f1fd8961ed51fb274",,"Antennas; Optical radar; Timber; 3-d lidars; 3D point cloud; Cloth simulation; Flight experiments; Proof of concept; Forestry"
"Solovyev V., Solnyshkina M., Gafiyatova E., McNamara D., Ivanov V.","26665013000;56429529500;56716561200;7202710483;57195101229;","Sentiment in academic texts","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066427524&doi=10.23919%2fFRUCT.2019.8711900&partnerID=40&md5=8215b34101ca20ff613d3a5694afab82",,"Data mining; Sentiment analysis; Academic discourse; Microblogs; Negative sentiments; Positive bias; Potential impacts; Social study; Textbooks"
"Yi J., Ivanov V., Succi G.","55533068800;57195101229;7004757466;","Mining plausible hypotheses from the literature via meta-analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072089331&doi=10.1109%2fICSE-NIER.2019.00017&partnerID=40&md5=b7b520e95195152a80b40a1e1ad2869e","Hypothesis Mining; Meta Analysis","Defect prediction; Empirical research; Meta analysis; Software engineering"
"Shulhan I.","57210920976;","Identifying developers by their application usage","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071849448&doi=10.1109%2fICSE-Companion.2019.00070&partnerID=40&md5=e26461c04e01d33d4e32a5c2a80f2f6e","Application usage; Non invasive metric collection; Recurrent neural network; User identification","Software engineering; Collection systems; User identification; Recurrent neural networks"
"Tarasov A.","57210920036;","Impact of lifestyle and working process organization on the job satisfaction level of software engineers","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071846348&doi=10.1109%2fICSE-Companion.2019.00072&partnerID=40&md5=8fb371f866d2b13451259d97fb821fe2","Agile software development; Correlation coefficient; Industrial psychology; Software development management; Statistical analysis","Engineers; Factor analysis; Human resource management; Job satisfaction; Project management; Regression analysis; Statistical methods; Surveys; Agile software development; Confidence interval; Correlation coefficient; Industrial psychology; Multivariate regression models; Project managers; Software development management; Working process; Software design"
"Briskin E.S., Sharonov N.G.","6506125834;56263638700;","On Motion Control of Mechanical Systems with an Excessive Number of Control Actions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067921654&doi=10.1134%2fS1064230719030055&partnerID=40&md5=a6434f9774ced0f556747ed405b5e8e4",,"Degrees of freedom (mechanics); Control actions; Control of mechanical systems; Functional relationship; Given criterion; Mechanical systems; Movement modes; Number of degrees of freedom; Solution methods; Mechanical drives"
"Bekkouch I.E.I., Youssry Y., Gafarov R., Khan A., Khattak A.M.","57209140202;57222815355;57196081746;16679109100;26031517700;","Triplet loss network for unsupervised domain adaptation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066624226&doi=10.3390%2fa12050096&partnerID=40&md5=35f031ae2f36f326d5a6a7954e3b4010","Adversarial loss; Computer vision; Deep learning; Domain adaptation; Linear discriminant analysis; Representation learning; Transfer learning","Computer vision; Deep learning; Discriminant analysis; Image classification; Object recognition; Traffic signs; Digit classification; Domain adaptation; Linear discriminant analysis; Representation learning; State-of-the-art methods; Time-consuming tasks; Traffic sign recognition; Transfer learning; Complex networks"
"Naqvi N., Abbasi A.T., Hussain R., Khan M.A., Ahmad B.","57202129770;57202129143;35324500900;35810330400;57202132121;","Correction to: Multilayer Partially Homomorphic Encryption Text Steganography (MLPHE-TS): A Zero Steganography Approach (Wireless Personal Communications, (2018), 103, 2, (1563-1585), 10.1007/s11277-018-5868-1)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063014580&doi=10.1007%2fs11277-019-06250-z&partnerID=40&md5=302e743761cdbe49fdbbd13449c0832b",,
"Agapova O.Y, Markovich L.K., Dmitrievich Z.A., Avtandilovich O.Z.","57221665190;57208507477;57208510067;57208506088;","Analysis of the clinical data in the jupyter environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064992621&doi=10.1109%2fICAICT.2017.8686840&partnerID=40&md5=a6c23c026d358ade682df275a4084116","array; clinical studies; data analysis; regularities","Computer aided instruction; Data handling; Data reduction; Information analysis; array; Clinical data; Clinical study; Data visualization tools; Minimal cost; PYTHON language; regularities; Significant patterns; Data visualization"
"Surnin O., Hussain F., Hussain R., Ostrovskaya S., Polovinkin A., Lee J., Fernando X.","26029621100;55555819300;35324500900;6602609826;57208508772;50262320700;6701314089;","Probabilistic Estimation of Honeypot Detection in Internet of Things Environment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064985964&doi=10.1109%2fICCNC.2019.8685566&partnerID=40&md5=fab621525c9880f3b74ef82e7ef19306","Attacks; Internet of Things; Intrusion; Security; SSH Honeypots","Access control; Denial-of-service attack; Internet protocols; Network security; Attacks; Honeypots; Internet of thing (IOT); Intrusion; Proactive measures; Probabilistic estimation; Security; Unauthorized access; Internet of things"
"Mo H., Lee J.","57219553907;50262320700;","Spatial Community Search Using PageRank Vector","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064965901&doi=10.1109%2fICCNC.2019.8685541&partnerID=40&md5=5f9aa87a75d2d2cb902908e90c9a0a7b","community detection; Community search; motif search; pagerank; spatial social network","Population dynamics; Cluster qualities; Community detection; Community detection algorithms; Community search; Handling dynamics; Motif search; PageRank; Search method; Social networking (online)"
"Ahmad F., Adnane A., Kurugollu F., Hussain R.","57191513358;24070114700;6602776031;35324500900;","A Comparative Analysis of Trust Models for Safety Applications in IoT-enabled Vehicular Networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068585993&doi=10.1109%2fWD.2019.8734204&partnerID=40&md5=e2bafc1f34a979e42f27accf96eb9d84","Intelligent Transportation Systems; Internet-of-Things; Smart Cities; Trust Models; Vehicular Ad-hoc Network","Accidents; Benchmarking; Information dissemination; Intelligent systems; Internet of things; Network security; Quality control; Quality of service; Smart city; Comparative analysis; Comparative studies; Different mechanisms; False positive rates; Intelligent transportation systems; Sensitive informations; Transportation technology; Trust models; Vehicular ad hoc networks"
"Missiroli M., Ciancarini P., Russo D., Torricelli P.","57196571618;7004218817;57119027600;57209457151;","Developers' week: Reversed internship [Developers' week: Alternanza Scuola-Lavoro rovesciata]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067784206&partnerID=40&md5=3e1c61d88a1f5c6ddddc1e98128fd9d0","Alternanza Scuola Lavoro; Didattica per progetti e problemi; Impresa Simulata; Pensiero Computazionale","Alternanza Scuola Lavoro; High school; Impresa Simulata; Pensiero Computazionale; Progetti; Software company; Software products; Traditional models"
"Naumchev A., Meyer B., Mazzara M., Galinier F., Bruel J.-M., Ebersold S.","57190306849;7402073082;8557895400;57197769620;35232489400;25640661100;","AutoReq: Expressing and verifying requirements for control systems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065080805&doi=10.1016%2fj.cola.2019.02.004&partnerID=40&md5=27b24e77f736978d146ca45933028f47","AutoProof; AutoReq; Design by contract; Eiffel; Landing gear system; Multirequirements; Seamless requirements; Specification drivers","Gears; AutoProof; AutoReq; Design by contracts; Eiffel; Multirequirements; Seamless requirements; Landing gear (aircraft)"
"Wazid M., Das A.K., Kumar N., Vasilakos A.V., Rodrigues J.J.P.C.","55480987400;55450732800;57206866080;57200495061;25930566300;","Design and analysis of secure lightweight remote user authentication and key agreement scheme in internet of drones deployment","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058878262&doi=10.1109%2fJIOT.2018.2888821&partnerID=40&md5=0e6b879aa25748778042eca2835aca21","Automated validation of Internet security protocols and applications (AVISPA); internet of Drones (IoD); nS2 simulation; security; user authentication","Antennas; Drones; Military applications; Network security; AVISPA; NS-2 simulations; Performance comparison; Remote user authentication; security; User authentication; User authentication scheme; Wireless connectivities; Authentication"
"Vorob’eva N.S., Zhoga V.V., Nesmiyanov I.A.","56600769000;6603217784;57192145628;","Program Displacement Tracing of Executive Devices by the Manipulator Drives of Parallel-Sequential Structures","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067256740&doi=10.1134%2fS1064230719020187&partnerID=40&md5=027a373b9cf8fb7e50ff90d0324baa73",,"Cylinders (shapes); Energy criterion; Fourth order; Optimization problems; Sequential structure; Synthesis method; Third order; Manipulators"
"Frolov N., Hramov A.","16498801300;6603156741;","From theory to experimental evidence: Comment on “Chimera states in neuronal networks: A review” by S. Majhi, B.K. Bera, D. Ghosh and M. Perc","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061906882&doi=10.1016%2fj.plrev.2019.02.006&partnerID=40&md5=65593d2d268f7b2df19e41b11eb2d58c",,"chimera; nerve cell; Chimera; Neurons"
"Wazid M., Zeadally S., Das A.K.","55480987400;7003472739;55450732800;","Mobile Banking: Evolution and Threats: Malware Threats and Security Solutions","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061318495&doi=10.1109%2fMCE.2018.2881291&partnerID=40&md5=a4a453133911236ae4d131fd93152998",,"Computer crime; Mobile security; Account balance; Bill payment; Malware attacks; Mobile bankings; On-line banking; Security solutions; Malware"
"Klimchik A., Pashkevich A., Chablat D.","37016245900;6701582655;6602989627;","Fundamentals of manipulator stiffness modeling using matrix structural analysis","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057734055&doi=10.1016%2fj.mechmachtheory.2018.11.023&partnerID=40&md5=dbb0fcd62d1552e96b9c4bda9a2337ac","Cartesian stiffness matrix; Hybrid architectures; Manipulator stiffness modeling; Matrix structural analysis; Passive joints","Flexible manipulators; Stiffness; Structural analysis; Cartesian stiffness; Computational expense; Global stiffness matrix; Hybrid architectures; Mathematical formulation; Passive joints; Singular configurations; Stiffness model; Stiffness matrix"
"Hramov A., Maksimenko V., Zhuravlev M., Pisarchik A.","6603156741;56572360300;36116363000;7005864666;","Immediate effect of neurofeedback in passive BCI for alertness control","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068333048&doi=10.1109%2fIWW-BCI.2019.8737325&partnerID=40&md5=7fa9ef5411f08cf2335f058ea648fb7c","alertness control; brain resource; EEG analysis; mental fatigue; Passive BCI","Feedback; Cognitive reserves; EEG analysis; EEG signals; Mental fatigue; Neurofeedback; Passive BCI; Time frequency analysis; Brain computer interface"
